基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
平安合庆定开债,009053,2.12亿元（2020-09-30）,1.49%,2.37%,3.27%,--,--,3.35%,张文平/段玮婧,188天,3.22%,5年又164天/4年又6天
农银汇理丰泽三年定开债,007496,102.71亿元（2020-09-30）,0.30%,0.94%,1.84%,3.51%,--,4.70%,郭振宇/王明君/周宇,1年又128天,4.60%,1年又343天/1年又138天/2年又189天
鑫元合利定开债发起式,005849,5.68亿元（2020-09-30）,0.88%,1.26%,1.22%,3.08%,--,12.76%,颜昕,1年又92天,4.15%,5年又200天
华安安嘉定开,007370,5.14亿元（2020-09-30）,0.81%,1.29%,1.40%,3.56%,--,4.62%,郑如熙,1年又93天,4.62%,3年又192天
中加聚利纯债定开A,006588,16.36亿元（2020-09-30）,0.46%,-0.17%,0.16%,2.16%,--,10.78%,袁素,48天,0.55%,86天
浙商汇金中高等级三个月C,007442,1.13亿元（2020-09-30）,0.49%,0.95%,1.08%,1.69%,--,3.97%,王宇超,33天,0.47%,152天
中金新元6个月定开债A,006640,2.05亿元（2020-09-30）,0.59%,0.97%,1.19%,3.08%,--,8.09%,石玉,2年又57天,8.09%,4年又179天
民生加银聚鑫三年定开债,007736,96.40亿元（2020-09-30）,0.26%,0.80%,1.53%,2.91%,--,3.90%,胡振仓,1年又129天,3.90%,11年又259天
博时慧选纯债定开债,003963,64.77亿元（2020-09-30）,0.70%,1.09%,1.18%,2.91%,14.47%,17.52%,陈黎,2年又155天,9.29%,2年又277天
上银聚永益一年定开债券,009577,2.62亿元（2020-09-30）,0.50%,0.69%,1.38%,--,--,1.48%,高永,212天,1.48%,4年又15天
华安年年盈定开债A,000239,0.58亿元（2020-09-30）,0.98%,1.68%,1.79%,9.50%,26.70%,31.38%,孙丽娜,3年又199天,26.70%,6年又135天
长信富平纯债一年定开债A,002858,1.17亿元（2020-09-30）,0.51%,0.66%,0.98%,3.60%,15.01%,16.47%,张文琍,4年又149天,16.47%,15年又49天
兴业鼎泰一年定开债券发起式,008896,10.13亿元（2020-09-30）,0.88%,1.12%,0.69%,--,--,1.46%,丁进,317天,1.46%,5年又228天
中加聚利纯债定开C,006589,1.36亿元（2020-09-30）,0.42%,-0.27%,-0.01%,1.80%,--,9.96%,袁素,48天,0.50%,86天
新华安享惠金定期债券A,519160,19.12亿元（2020-09-30）,0.44%,0.84%,1.43%,2.39%,12.80%,76.22%,马英/于泽雨,4年又224天,22.19%,5年又186天/8年又22天
人保纯债一年定开A,005715,2.13亿元（2020-09-30）,0.45%,-0.94%,-1.21%,-0.62%,--,5.29%,朱锐,186天,-1.04%,1年又297天
南方鼎利一年债券,008510,9.21亿元（2020-09-30）,0.68%,1.20%,1.31%,--,--,2.37%,黄河,318天,2.37%,1年又302天
中金浙金6个月定开债,006096,9.93亿元（2020-09-30）,0.74%,1.08%,0.38%,2.37%,--,10.57%,石玉,2年又204天,10.57%,4年又179天
人保福泽一年定期开放债券,006461,2.06亿元（2020-09-30）,0.23%,-0.50%,-0.54%,-1.02%,--,2.55%,田阳/高喆,82天,0.43%,1年又185天/186天
博时月月薪定期支付债券,000246,1.66亿元（2020-09-30）,0.49%,0.49%,1.77%,5.79%,22.99%,65.04%,陈黎,242天,1.19%,2年又277天
易方达恒裕一年定开债,009050,10.07亿元（2020-09-30）,1.15%,1.10%,1.05%,--,--,1.84%,纪玲云,304天,1.84%,7年又120天
天泽六个月定开债A,970001,1.76亿元（2020-09-30）,0.36%,0.97%,1.75%,--,--,1.73%,吴一纯,102天,0.97%,241天
华安年年丰定开债C,007625,0.20亿元（2020-09-30）,0.54%,0.11%,0.14%,1.54%,--,2.37%,朱才敏,1年又143天,2.37%,6年又53天
中加颐慧定开债券发起式A,005336,70.52亿元（2020-09-30）,0.89%,1.32%,1.09%,2.79%,14.05%,14.66%,王霈,313天,1.53%,326天
博时安心收益定开债A,050028,0.53亿元（2020-09-30）,0.69%,0.20%,0.39%,3.96%,13.67%,49.42%,黄海峰,4年又14天,14.56%,5年又265天
博时聚瑞6个月定开债,002781,50.18亿元（2020-09-30）,0.76%,1.20%,0.53%,3.11%,17.49%,17.72%,陈凯杨,2年又50天,9.44%,8年又37天
国联安增裕一年定开债,006508,51.39亿元（2020-09-30）,1.15%,1.58%,1.12%,3.90%,--,9.78%,李德清,10天,0.26%,11天
兴业纯债6个月定开债C,005989,0.00亿元（2020-09-30）,1.05%,1.35%,0.88%,3.37%,--,10.48%,伍方方,1年又192天,5.00%,2年又228天
万家惠享39个月定开债,007979,112.55亿元（2020-09-30）,0.30%,0.78%,1.62%,3.05%,--,3.32%,尹诚庸,36天,0.25%,5年又163天
诺安稳固收益一年定开债,000235,1.82亿元（2020-09-30）,0.39%,0.49%,0.20%,2.09%,13.82%,36.74%,裴禹翔,4年又288天,16.00%,4年又340天
华安鑫福定开债A,008214,125.12亿元（2020-09-30）,0.35%,0.87%,1.61%,3.15%,--,3.45%,孙丽娜,1年又46天,3.45%,6年又135天
光大添天盈五年定开债,360019,71.51亿元（2020-09-30）,0.28%,0.76%,1.42%,--,--,2.45%,沈荣,2年又293天,2.45%,3年又162天
中融睿享86个月定开债C,008049,0.00亿元（2020-09-30）,0.38%,1.04%,1.98%,3.95%,--,4.51%,哈默,1年又72天,4.51%,5年又112天
前海联合泓旭定开债券,008386,2.10亿元（2020-09-30）,0.94%,1.42%,--,--,--,1.49%,敬夏玺,171天,1.49%,4年又146天
万家玖盛9个月定开债C,004465,0.00亿元（2020-09-30）,1.19%,1.67%,1.69%,6.08%,14.84%,17.27%,周潜玮,1年又124天,7.23%,2年又316天
南方恒新39个月A,007567,10.78亿元（2020-09-30）,0.38%,1.16%,2.86%,4.96%,--,6.64%,何康,1年又164天,6.64%,6年又56天
东兴兴瑞一年定开,007769,1.48亿元（2020-09-30）,0.61%,1.07%,2.78%,4.96%,--,6.82%,张琳娜,1年又127天,6.82%,5年又270天
天泽六个月定开债C,970002,1.39亿元（2020-09-30）,0.38%,0.94%,1.65%,--,--,1.60%,吴一纯,102天,0.94%,241天
创金合信汇益纯债一年定开债C,005783,0.00亿元（2020-09-30）,0.86%,0.89%,1.39%,3.70%,--,16.15%,谢创/郑振源,1年又235天,7.20%,2年又122天/5年又242天
兴银汇逸定开债,007563,10.28亿元（2020-09-30）,0.73%,1.07%,0.85%,2.85%,--,5.56%,李文程/范泰奇,1年又3天,2.85%,2年又275天/3年又28天
平安合兴1年定开债,009453,10.06亿元（2020-09-30）,0.86%,1.31%,1.91%,--,--,1.94%,段玮婧,200天,1.94%,4年又6天
招商招信定开债A,003450,19.14亿元（2020-09-30）,1.06%,1.37%,1.46%,5.72%,17.11%,19.57%,许强,3年又307天,19.57%,4年又340天
中欧润逸63个月定开债,007619,80.45亿元（2020-09-30）,0.35%,0.94%,--,--,--,1.52%,洪慧梅,165天,1.52%,4年又340天
博时安祺6个月定开债A,003239,7.03亿元（2020-09-30）,0.59%,0.90%,1.19%,2.83%,11.38%,8.82%,程卓,2年又302天,10.25%,4年又153天
泰康润颐63个月定开债券,007600,80.29亿元（2020-09-30）,0.36%,0.96%,--,--,--,1.45%,经惠云,167天,1.45%,5年又53天
泰康年年红纯债一年债券,004859,47.11亿元（2020-09-30）,0.97%,0.79%,1.41%,3.65%,21.22%,22.19%,经惠云,1年又247天,7.72%,5年又53天
泰康润和两年定开债券,007836,6.10亿元（2020-09-30）,0.26%,1.34%,1.86%,2.96%,--,3.01%,经惠云/蒋利娟,1年又17天,3.01%,5年又53天/5年又207天
鹏华尊裕一年定开债,008951,10.00亿元（2020-09-30）,1.08%,1.72%,1.27%,--,--,1.68%,曾皓明,318天,1.68%,318天
鑫元恒利三个月定开债,007050,15.44亿元（2020-09-30）,0.90%,1.45%,1.58%,3.79%,--,5.39%,郑文旭,151天,1.68%,2年又339天
博时富淳3个月定开债,007517,10.13亿元（2020-09-30）,0.85%,1.15%,0.61%,3.20%,--,5.97%,陈黎,1年又177天,5.97%,2年又277天
广发汇誉3个月定开债,005917,20.49亿元（2020-09-30）,0.55%,-0.65%,-0.50%,1.08%,--,7.31%,代宇,2年又205天,7.31%,9年又161天
中银安心回报,000817,37.40亿元（2020-12-31）,1.20%,1.68%,1.68%,4.49%,18.74%,33.75%,周毅/白洁,2年又334天,18.15%,2年又334天/9年又302天
中融睿嘉39个月定开债A,008046,50.33亿元（2020-09-30）,0.37%,0.88%,1.64%,3.26%,--,3.56%,李倩,1年又46天,3.56%,6年又83天
东方卓行18个月定开债券C,008323,0.79亿元（2020-09-30）,1.61%,-0.26%,0.86%,2.99%,--,3.02%,刘长俊/吴萍萍,1年又9天,2.99%,2年又320天/4年又296天
财通久利三个月定开债发起式,007756,5.11亿元（2020-09-30）,0.79%,1.10%,1.10%,2.85%,--,3.83%,林洪钧,1年又127天,3.83%,6年又245天
民生瑞盈一年定开债发起式,008825,2.10亿元（2020-08-21）,0.99%,1.27%,--,--,--,1.46%,胡振仓,142天,1.46%,11年又259天
工银瑞景定开发起式债券,005772,139.70亿元（2020-09-30）,1.21%,1.57%,1.56%,2.54%,--,9.71%,陈桂都,1年又150天,4.11%,4年又131天
前海联合泓元定开债券,005378,79.98亿元（2020-09-30）,0.93%,1.78%,1.85%,4.06%,15.85%,16.39%,张文/敬夏玺,74天,1.35%,74天/4年又146天
鑫元荣利三个月定开债,006838,3.10亿元（2020-09-30）,0.99%,1.79%,0.59%,2.61%,--,5.68%,王美芹,265天,-1.17%,4年又159天
博时安心收益定开债C,050128,0.37亿元（2020-09-30）,0.69%,0.10%,0.20%,3.47%,12.53%,45.07%,黄海峰,4年又14天,12.89%,5年又265天
鹏扬淳盈6个月定开债A,007429,10.60亿元（2020-09-30）,0.85%,1.10%,1.51%,3.79%,--,6.06%,李沁/陈钟闻,1年又135天,5.28%,1年又135天/3年又154天
天弘季季兴三个月定开C,008645,0.05亿元（2020-09-30）,1.02%,0.95%,0.18%,2.91%,--,3.04%,陈钢/柴文婷,326天,1.13%,8年又180天/3年又276天
宝盈聚丰两年定开债券C,006024,1.71亿元（2020-09-30）,1.62%,-0.60%,0.81%,3.35%,--,4.31%,李宇昂,64天,1.81%,1年又72天
博时富乾3个月定开债,005631,73.26亿元（2020-09-30）,0.86%,1.31%,0.55%,2.99%,--,13.14%,李秋实,187天,1.52%,187天
兴业稳康三年定开债券,004242,68.45亿元（2020-09-30）,0.21%,0.59%,1.20%,2.31%,8.13%,11.05%,唐丁祥/丁进,1年又1天,2.28%,1年又326天/5年又228天
中融睿享86个月定开债A,008048,142.46亿元（2020-09-30）,0.38%,1.07%,2.02%,4.06%,--,4.64%,哈默,1年又72天,4.64%,5年又112天
泰达宏利乐盈66个月定开债A,009814,78.39亿元（2020-09-30）,0.36%,0.97%,--,--,--,1.47%,傅浩,163天,1.47%,3年又311天
中邮纯债裕利三个月定开债,007286,5.34亿元（2020-09-30）,0.82%,0.61%,0.52%,2.69%,--,5.32%,张悦/武志骁,68天,0.19%,68天/1年又242天
泰达宏利乐盈66个月定开债C,009815,0.00亿元（2020-09-30）,0.35%,0.94%,--,--,--,1.42%,傅浩,163天,1.42%,3年又311天
广发汇瑞3个月定开债券,003746,77.86亿元（2020-09-30）,0.84%,1.26%,0.87%,3.42%,17.01%,19.92%,谢军,243天,-0.31%,14年又124天
东方臻萃3个月定开债券C,009462,0.74亿元（2020-09-30）,0.63%,1.81%,3.08%,--,--,3.47%,吴萍萍,234天,3.47%,4年又296天
华夏恒泰64个月定开债券,008349,71.55亿元（2020-09-30）,0.36%,0.95%,1.82%,3.66%,--,3.75%,张海静,1年又22天,3.75%,1年又310天
南方尊利一年债券,008745,10.02亿元（2020-09-30）,0.92%,1.24%,1.00%,--,--,1.43%,黄斌斌,319天,1.43%,2年又336天
华润元大润禧39个月定开债C,009890,0.00亿元（2020-09-30）,0.34%,0.91%,--,--,--,1.15%,魏晓菲,34天,0.27%,1年又129天
东方永兴18个月定开债C,003325,1.21亿元（2020-09-30）,0.57%,-2.91%,-2.50%,0.59%,16.56%,19.46%,吴萍萍,3年又293天,19.40%,4年又296天
山西证券裕丰一年定开债,009567,2.63亿元（2020-09-30）,0.69%,0.90%,1.78%,--,--,2.05%,刘相鹏/华志贵,213天,2.05%,2年又253天/9年又203天
诺安圆鼎定开债,005547,5.22亿元（2020-09-30）,0.63%,1.08%,2.31%,4.35%,--,16.18%,郭晓晖/裴禹翔,2年又45天,10.52%,2年又45天/4年又340天
博时稳欣39个月定开债,008117,182.41亿元（2020-09-30）,0.37%,0.92%,1.65%,3.14%,--,3.50%,倪玉娟,1年又53天,3.50%,2年又277天
鑫元增利定开债发起式,005780,6.29亿元（2020-09-30）,0.77%,1.06%,0.83%,4.27%,--,16.99%,赵慧,1年又74天,5.49%,4年又364天
浙商汇金聚禄一年定期C,005424,0.99亿元（2020-09-30）,0.57%,0.75%,0.99%,2.55%,--,11.02%,王宇超,33天,0.65%,152天
国寿安保瑞和66个月定开债,009587,80.65亿元（2020-09-30）,0.36%,0.99%,1.76%,--,--,1.81%,陶尹斌,196天,1.81%,1年又325天
上投摩根岁岁益定开A,004627,14.36亿元（2020-09-30）,0.30%,0.70%,1.03%,1.37%,--,10.55%,任翔/聂曙光,128天,0.85%,1年又46天/10年又133天
鹏扬淳盈6个月定开债C,007430,0.00亿元（2020-09-30）,0.81%,0.99%,1.31%,3.38%,--,5.42%,李沁/陈钟闻,1年又135天,4.72%,1年又135天/3年又154天
新华安享惠金定期债券C,519161,0.08亿元（2020-09-30）,0.35%,0.65%,1.24%,2.02%,11.58%,71.66%,马英/于泽雨,4年又224天,20.18%,5年又186天/8年又22天
鑫元广利定开债发起式,005446,8.17亿元（2020-09-30）,0.81%,0.98%,0.74%,2.83%,17.15%,17.39%,赵慧,1年又88天,4.19%,4年又364天
前海联合淳丰87个月定开债A,008012,79.90亿元（2020-08-26）,0.39%,1.06%,--,--,--,1.37%,敬夏玺,137天,1.37%,4年又146天
湘财久丰3个月定开债A,009122,1.01亿元（2020-09-30）,0.59%,1.31%,2.09%,--,--,1.66%,刘勇驿/虞娣,187天,2.02%,187天/259天
国金惠享一年定开,008637,5.10亿元（2020-08-13）,0.87%,1.20%,--,--,--,0.89%,刘辉,150天,0.89%,4年又135天
新华安享惠泽39个月定开债A,004567,27.30亿元（2020-09-30）,0.27%,0.72%,1.35%,--,--,1.82%,李洁/王滨,243天,1.59%,243天/4年又360天
鹏扬淳选一年定开债,008360,10.00亿元（2020-08-26）,0.23%,0.60%,--,--,--,0.78%,王华,137天,0.78%,2年又332天
泰康瑞丰3月定开债券,008700,2.52亿元（2020-09-30）,0.90%,1.14%,1.13%,--,--,1.21%,经惠云,216天,1.21%,5年又53天
广发汇元纯债定开债,005778,22.06亿元（2020-09-30）,0.85%,1.10%,0.41%,2.74%,--,11.82%,高翔,1年又276天,5.98%,2年又273天
海富通裕昇三年定开债券,008032,32.31亿元（2020-09-30）,0.28%,0.74%,1.32%,--,--,1.69%,张靖爽,276天,1.69%,4年又173天
天弘成享一年定开,008826,3.02亿元（2020-09-30）,0.27%,0.92%,1.58%,--,--,1.58%,王昌俊,201天,1.58%,2年又271天
华商鸿畅39个月定开利率债C,008490,0.00亿元（2020-09-25）,0.33%,0.85%,--,--,--,0.87%,胡中原,107天,0.87%,1年又298天
创金合信泰盈双季红定开债券C,005837,19.30亿元（2020-09-30）,0.87%,1.67%,0.92%,1.87%,--,2.83%,谢创/郑振源,1年又87天,2.83%,2年又122天/5年又242天
华商鸿畅39个月定开利率债A,008489,40.00亿元（2020-09-25）,0.36%,0.94%,--,--,--,0.96%,胡中原,107天,0.96%,1年又298天
诺德安瑞39个月定开,009906,40.50亿元（2020-08-26）,0.33%,0.89%,--,--,--,1.11%,景辉,137天,1.11%,2年又203天
渤海汇金汇添益3个月定开,005428,0.10亿元（2020-09-30）,0.82%,0.85%,0.90%,0.67%,2.98%,3.10%,李杨,3年又14天,3.10%,3年又157天
中加享润两年定开债,007928,73.72亿元（2020-09-30）,0.25%,0.89%,1.62%,3.05%,--,3.30%,袁素,27天,0.15%,86天
兴业绿色纯债一年定开债券A,009237,16.39亿元（2020-09-30）,1.07%,1.55%,--,--,--,1.46%,冯小波,177天,1.46%,5年又265天
中融睿嘉39个月定开债C,008047,0.00亿元（2020-09-30）,0.36%,0.86%,1.58%,3.15%,--,3.44%,李倩,1年又46天,3.44%,6年又83天
长江乐越定开债,005828,5.12亿元（2020-09-30）,0.97%,1.24%,1.34%,3.08%,--,12.59%,陆威,299天,1.78%,1年又271天
申万菱信安泰富利三年定开C,009544,0.00亿元（2020-09-30）,0.28%,0.75%,--,--,--,1.12%,范磊,165天,1.12%,4年又19天
富荣富恒两年定开债,009506,22.00亿元（2020-09-11）,0.33%,0.86%,--,--,--,0.97%,吕晓蓉,121天,0.97%,3年又188天
华安年年丰定开债A,007624,1.12亿元（2020-09-30）,0.59%,0.21%,0.35%,1.95%,--,2.94%,朱才敏,1年又143天,2.94%,6年又53天
上投摩根瑞盛87个月定开债,009895,79.90亿元（2020-08-03）,0.38%,1.00%,--,--,--,1.44%,雷杨娟/聂曙光,149天,1.38%,163天/10年又133天
工银瑞安3个月定开纯债债券,007852,77.67亿元（2020-09-30）,1.04%,1.42%,1.25%,2.60%,--,2.64%,陈桂都,1年又17天,2.64%,4年又131天
鑫元富利三个月定期开放债,007559,9.90亿元（2020-09-30）,0.87%,1.24%,0.56%,4.32%,--,5.17%,赵慧,46天,1.05%,4年又364天
广发汇阳三个月定期开放债券,007256,2.15亿元（2020-09-30）,0.77%,0.56%,0.64%,3.00%,--,3.31%,代宇,1年又51天,3.31%,9年又161天
前海联合淳丰87个月定开债C,008013,0.00亿元（2020-08-26）,0.36%,1.01%,--,--,--,1.30%,敬夏玺,137天,1.30%,4年又146天
华富63个月定期开放债券,009584,68.50亿元（2020-08-04）,0.36%,0.96%,--,--,--,1.41%,陶祺,159天,1.41%,1年又110天
农银汇理金祺一年定开债,008355,5.10亿元（2020-09-30）,1.09%,1.45%,1.24%,1.37%,--,1.40%,周宇,1年又15天,1.40%,2年又189天
浦银安盛盛鑫定开债A,519324,3.46亿元（2020-09-30）,0.97%,1.16%,0.88%,2.83%,15.85%,20.27%,章潇枫,3年又217天,18.03%,3年又241天
汇安恒鑫12个月定开纯债债券,008818,5.10亿元（2020-09-18）,0.85%,1.27%,--,--,--,1.27%,张昆,104天,1.27%,109天
国泰润鑫定开债发起式,003696,12.99亿元（2020-09-30）,0.44%,1.25%,1.54%,4.22%,15.72%,19.37%,黄志翔,2年又56天,11.06%,4年又65天
浦银安盛盛鑫定开债C,519325,0.00亿元（2020-09-30）,0.98%,1.17%,0.78%,2.55%,14.28%,18.06%,章潇枫,3年又217天,16.20%,3年又241天
申万菱信安泰鼎利一年定开债,008968,3.10亿元（2020-09-30）,0.99%,1.35%,1.23%,--,--,1.47%,叶瑜珍,318天,1.47%,7年又166天
长信富海纯债一年定开债A,005068,1.39亿元（2020-09-30）,0.52%,0.72%,1.18%,4.05%,16.25%,16.42%,张文琍,3年又148天,16.42%,15年又49天
中邮纯债优选一年定开债C,007009,0.23亿元（2020-09-30）,0.36%,0.36%,0.93%,2.99%,--,4.67%,闫宜乘,130天,0.67%,255天
海富通瑞弘6个月债券,008803,8.00亿元（2020-09-30）,1.02%,1.22%,1.36%,--,--,1.20%,张靖爽,242天,1.20%,4年又173天
博时富永3个月定开债,006582,20.31亿元（2020-09-30）,0.83%,1.25%,1.02%,3.63%,--,7.50%,程卓,2年又23天,7.50%,4年又153天
华夏恒慧一年定开债券,004639,10.11亿元（2020-09-30）,0.75%,1.14%,1.36%,--,--,1.26%,张海静,268天,1.26%,1年又310天
国泰农惠定期开放债券,005816,1.12亿元（2020-09-30）,0.57%,0.88%,1.17%,2.24%,--,5.27%,刘嵩扬,191天,1.17%,191天
博时安诚3个月定开债A,003564,4.91亿元（2020-09-30）,0.90%,1.31%,0.90%,0.93%,10.09%,9.76%,程卓,2年又228天,8.14%,4年又153天
华润元大润禧39个月定开债A,009889,36.09亿元（2020-09-30）,0.35%,0.94%,--,--,--,1.19%,魏晓菲,34天,0.28%,1年又129天
国富恒丰定期债券C,000352,0.32亿元（2020-09-30）,1.00%,1.10%,0.57%,2.15%,12.30%,43.23%,王莉,1年又106天,3.01%,4年又355天
浙商汇金中高等级三个月A,007425,1.25亿元（2020-09-30）,0.51%,1.00%,1.20%,1.94%,--,4.36%,王宇超,33天,0.48%,152天
中加恒泰定开债券,007478,3.99亿元（2020-09-30）,0.40%,0.92%,0.65%,1.72%,--,3.58%,杨宇俊,1年又164天,3.58%,4年又294天
中邮纯债优选一年定开债A,007008,6.34亿元（2020-09-30）,0.40%,0.46%,1.13%,3.40%,--,5.32%,闫宜乘,130天,0.81%,255天
惠升和煦88个月定开债,009765,50.00亿元（2020-09-02）,0.40%,1.06%,--,--,--,1.26%,卓勇,130天,1.26%,1年又64天
国富恒丰定期债券A,000351,0.72亿元（2020-09-30）,1.10%,1.27%,0.74%,2.52%,13.51%,47.00%,王莉,1年又106天,3.47%,4年又355天
泓德裕瑞三年定开债券,008724,3.12亿元（2020-09-30）,0.16%,0.46%,0.88%,--,--,1.06%,赵端端,233天,1.06%,2年又108天
方正富邦禾利39个月定开债A,008669,23.50亿元（2020-09-25）,0.36%,0.92%,--,--,--,0.94%,王靖,107天,0.94%,4年又243天
工银瑞弘3个月定开债,007585,139.73亿元（2020-09-30）,1.17%,1.57%,1.45%,3.03%,--,3.62%,陈桂都,1年又53天,3.62%,4年又131天
华安鑫福定开债C,008215,0.00亿元（2020-09-30）,0.33%,0.80%,1.48%,2.90%,--,3.16%,孙丽娜,1年又46天,3.16%,6年又135天
光大尊合87个月定开债,009761,80.00亿元（2020-08-03）,0.36%,1.05%,--,--,--,1.55%,沈荣,160天,1.55%,3年又162天
国泰添瑞一年定开债,008268,6.12亿元（2020-09-30）,0.92%,1.37%,0.81%,2.77%,--,3.02%,刘嵩扬,191天,0.81%,191天
创金合信汇誉六个月定开债A,005784,1.51亿元（2020-09-30）,1.05%,1.06%,1.42%,4.08%,--,15.93%,谢创/郑振源,1年又235天,8.12%,2年又122天/5年又242天
诺安泰鑫一年定开债A,000201,0.68亿元（2020-09-30）,0.70%,0.70%,0.60%,3.26%,16.73%,43.95%,岳帅,3年又134天,17.78%,4年又127天
国联安增泰一年定开债发起式,008900,2.25亿元（2020-08-21）,0.62%,0.79%,--,--,--,0.77%,陈建华,142天,0.77%,2年又52天
浦银安盛普嘉87个月定开债A,009632,80.59亿元（2020-09-30）,0.38%,1.01%,1.83%,--,--,1.88%,李羿,200天,1.88%,6年又119天
博时富通一年定开债发起式,009323,10.01亿元（2020-09-30）,0.36%,0.58%,0.67%,--,--,0.67%,张鹿,259天,0.67%,2年又179天
创金合信汇益纯债一年定开债A,005782,6.09亿元（2020-09-30）,0.89%,0.98%,1.55%,4.01%,--,17.02%,谢创/郑振源,1年又235天,7.71%,2年又122天/5年又242天
鹏扬淳稳66个月定开债A,010463,80.00亿元（2020-10-29）,0.32%,--,--,--,--,0.62%,陈钟闻,73天,0.62%,3年又154天
广发汇成一年定期开放债券,008362,10.01亿元（2020-09-30）,0.78%,1.13%,1.01%,--,--,1.20%,刘志辉,355天,1.20%,4年又55天
中航瑞昱一年定开债A,010493,0.10亿元（2020-11-19）,0.75%,--,--,--,--,0.83%,杜晓安,52天,0.83%,3年又351天
民生加银瑞鑫一年定开债券发起式,008824,5.10亿元（2020-09-07）,0.26%,0.75%,--,--,--,0.89%,姚航,125天,0.89%,6年又357天
鑫元瑞利定期开放债券,004459,10.07亿元（2020-09-30）,0.75%,0.69%,0.93%,3.11%,11.35%,14.79%,郭卉,46天,1.00%,1年又30天
中银丰荣定期开放债券,004882,76.08亿元（2020-09-30）,0.63%,1.13%,0.85%,2.43%,--,13.68%,郑涛,3年又1天,13.68%,4年又218天
安信永顺一年定开债券,009605,0.10亿元（2020-08-28）,0.89%,0.70%,--,--,--,0.75%,潘巍,135天,0.75%,2年又121天
诺安泰鑫一年定开债C,001964,0.07亿元（2020-09-30）,0.60%,0.50%,0.30%,2.74%,14.33%,19.20%,岳帅,3年又134天,15.24%,4年又127天
中银添盛39个月定期开放债券,009255,81.00亿元（2020-12-31）,0.29%,0.79%,1.32%,--,--,1.32%,陈鹄飞/白洁,178天,1.28%,1年又81天/9年又302天
天弘鑫意39个月定开债,008478,80.56亿元（2020-09-30）,0.31%,0.84%,1.55%,--,--,1.55%,柴文婷,192天,1.55%,3年又276天
华安年年盈定开债C,000240,0.17亿元（2020-09-30）,1.08%,1.68%,1.69%,9.20%,25.58%,29.10%,孙丽娜,3年又199天,25.32%,6年又135天
中航瑞昱一年定开债C,010494,2.00亿元（2020-11-19）,0.74%,--,--,--,--,0.82%,杜晓安,52天,0.82%,3年又351天
国泰惠瑞一年定开债,008496,3.10亿元（2020-08-17）,0.91%,1.36%,--,--,--,1.58%,胡智磊/王玉,142天,1.57%,191天/1年又17天
招商添瑞1年定开债A,008463,10.04亿元（2020-09-30）,0.38%,0.77%,1.10%,--,--,1.16%,王刚,259天,1.16%,3年又306天
安信丰泽39个月定开债,008523,10.11亿元（2020-09-30）,0.27%,0.61%,1.11%,--,--,1.70%,肖芳芳/王涛,216天,1.22%,3年又219天/4年又243天
广发民丰一年定期开放债券,008363,5.00亿元（2020-08-07）,0.26%,0.70%,--,--,--,0.96%,高翔,156天,0.96%,2年又273天
长江乐鑫定开债,006135,10.12亿元（2020-09-30）,0.82%,1.03%,1.15%,3.47%,--,9.70%,漆志伟,2年又148天,9.70%,4年又86天
中信保诚嘉丰一年定开债发起式,009081,10.10亿元（2020-09-30）,1.01%,1.26%,1.33%,--,--,1.26%,何文忠/吴胤希,297天,1.26%,1年又288天/4年又89天
鑫元常利定开债,005779,3.11亿元（2020-09-30）,0.79%,1.53%,1.08%,3.82%,--,13.98%,赵慧,1年又92天,4.99%,4年又364天
方正富邦禾利39个月定开债C,008670,0.00亿元（2020-09-25）,0.34%,0.86%,--,--,--,0.88%,王靖,107天,0.88%,4年又243天
银华丰华三个月定开债,007206,10.33亿元（2020-09-30）,0.93%,1.17%,1.32%,3.25%,--,4.28%,吴文明,1年又116天,4.28%,3年又302天
中欧盈和债券,007535,72.62亿元（2020-09-30）,0.32%,1.03%,1.98%,4.51%,--,6.12%,洪慧梅/王慧杰,163天,1.66%,4年又340天/5年又10天
鑫元安硕两年定开债,008229,22.49亿元（2020-09-30）,0.30%,0.82%,--,--,--,1.22%,郭卉/王海燕,151天,1.17%,1年又30天/2年又84天
上投摩根岁岁益定开C,004628,1.53亿元（2020-09-30）,0.27%,0.61%,0.86%,0.96%,--,9.22%,任翔/聂曙光,128天,0.74%,1年又46天/10年又133天
国泰惠泰一年定期开放债券,008414,9.98亿元（2020-09-30）,0.91%,1.36%,1.10%,--,--,1.20%,胡智磊/王玉,187天,1.48%,191天/1年又17天
鹏扬淳利定期开放债券,006171,9.09亿元（2020-09-30）,0.91%,1.29%,1.12%,3.48%,--,10.19%,王莹莹/陈钟闻,2年又140天,10.12%,2年又140天/3年又154天
兴业绿色纯债一年定开债券C,009238,0.00亿元（2020-09-30）,1.03%,1.44%,--,--,--,1.27%,冯小波,177天,1.27%,5年又265天
中金新润3个月定开债C,007438,0.00亿元（2020-09-30）,0.50%,0.74%,0.98%,--,--,0.99%,董珊珊,355天,0.99%,1年又327天
兴银合盛定开债C,008536,0.00亿元（2020-09-30）,0.15%,0.42%,0.81%,--,--,1.17%,王深/范泰奇,151天,0.66%,151天/3年又28天
格林泓裕一年定开债C,008485,0.00亿元（2020-09-30）,0.12%,0.30%,0.57%,--,--,0.84%,杜钧天/张晓圆,193天,0.57%,193天/2年又39天
